attendance_percentage,absence_streak,late_count,attendance_trend,classes_attended,classes_missed,quiz_average,assignment_average,learning_minutes,course_completion,previous_exam_score,recent_score_trend,risk_label,predicted_performance,engagement_level,is_anomaly
68.9,0,3,-0.302,31,14,73.1,76.8,277.5,75.8,57.7,0.207,LOW,71.5,MEDIUM,1
73.5,1,2,0.465,43,16,72.1,70.2,320.1,81.3,74.3,0.16,LOW,73.7,MEDIUM,1
74.9,0,2,0.15,34,11,77.5,81.9,366.0,84.5,71.7,0.543,LOW,81.8,HIGH,1
82.8,0,2,0.566,42,9,89.1,90.4,359.2,72.9,91.1,0.161,LOW,89.9,MEDIUM,1
58.1,3,2,-0.572,34,24,55.6,63.3,251.7,67.2,60.6,0.26,HIGH,65.0,MEDIUM,1
91.4,0,1,0.074,37,4,77.1,80.6,459.6,88.6,77.7,-0.362,LOW,78.7,HIGH,1
67.0,1,1,-0.143,35,17,68.3,73.5,270.9,65.5,78.4,0.267,LOW,67.0,MEDIUM,1
68.8,2,4,-0.623,41,18,63.9,77.4,401.0,79.9,76.7,0.112,MEDIUM,69.2,MEDIUM,1
81.1,0,6,0.098,41,9,52.3,84.1,281.3,80.7,73.7,0.202,LOW,73.1,MEDIUM,1
77.7,0,1,0.227,42,12,84.1,81.7,285.9,84.6,77.9,0.076,LOW,79.1,HIGH,1
88.2,0,1,-0.279,46,6,53.8,87.0,416.3,74.7,58.3,0.231,LOW,74.8,HIGH,1
55.8,2,3,-0.694,23,19,66.4,66.9,300.9,55.5,75.2,0.083,HIGH,60.9,MEDIUM,1
73.3,2,3,0.456,39,14,56.3,80.9,311.5,84.7,61.1,0.069,MEDIUM,64.1,HIGH,1
93.6,0,2,0.135,44,3,69.7,89.6,403.8,94.8,66.6,0.466,LOW,80.5,HIGH,1
61.5,8,3,-0.95,30,18,73.2,66.4,256.0,49.4,63.3,0.106,MEDIUM,73.3,MEDIUM,-1
70.1,1,2,-0.104,38,16,85.0,84.7,330.5,75.5,85.6,0.432,LOW,83.5,HIGH,1
78.9,0,1,0.124,45,12,78.3,61.1,402.8,51.8,71.7,0.163,LOW,73.9,MEDIUM,1
80.4,0,2,-0.582,38,9,72.0,77.7,331.7,94.2,82.1,0.375,LOW,74.7,HIGH,1
77.0,0,3,-0.177,39,11,71.5,78.7,321.6,73.1,65.0,0.047,LOW,72.2,MEDIUM,1
86.4,0,1,0.004,38,6,93.3,78.7,452.0,78.7,77.1,-0.123,LOW,86.4,HIGH,1
80.6,0,5,0.004,44,10,89.4,94.4,383.5,79.2,88.1,-0.119,LOW,82.1,HIGH,1
57.3,2,2,-0.566,31,23,69.7,64.8,312.0,61.2,55.5,-0.047,MEDIUM,62.6,MEDIUM,1
61.2,0,3,-0.292,28,18,79.8,81.5,265.8,67.4,76.9,-0.482,LOW,80.3,MEDIUM,1
81.3,0,1,-0.022,46,11,70.1,71.4,358.5,85.6,77.5,-0.205,LOW,78.8,MEDIUM,1
74.3,0,4,0.042,38,13,80.5,71.6,412.0,72.0,92.6,0.285,LOW,85.9,HIGH,1
88.4,1,3,0.193,45,6,63.9,82.4,294.8,78.8,68.2,0.248,LOW,73.7,HIGH,1
70.7,1,1,-0.458,30,13,64.3,70.5,284.3,75.0,64.3,0.115,MEDIUM,62.7,MEDIUM,1
88.0,1,2,0.314,44,6,74.3,67.8,429.9,61.7,73.7,0.518,LOW,73.3,MEDIUM,1
84.3,0,0,0.258,38,7,91.0,81.6,412.8,76.4,91.7,-0.146,LOW,87.2,HIGH,1
94.5,0,4,0.245,46,3,79.8,83.4,373.6,84.3,88.4,0.138,LOW,88.1,HIGH,1
77.6,0,1,0.046,42,12,85.2,69.1,368.1,64.5,75.3,0.202,LOW,77.9,MEDIUM,1
87.4,0,1,0.04,35,5,71.8,57.4,364.2,77.2,75.7,-0.036,LOW,73.9,HIGH,1
73.7,1,4,0.063,41,15,80.8,57.8,265.7,67.1,70.2,-0.088,MEDIUM,70.1,MEDIUM,1
47.7,3,1,-0.228,20,22,65.3,46.6,269.6,57.3,72.4,0.008,HIGH,56.6,LOW,1
76.5,0,2,0.338,38,12,46.8,73.8,249.1,79.5,64.8,-0.09,LOW,61.3,MEDIUM,1
67.7,2,3,-0.023,39,18,80.9,81.6,351.5,86.2,75.3,0.575,LOW,73.3,MEDIUM,1
72.3,2,2,0.015,35,14,64.7,65.1,263.9,62.2,67.1,-0.004,MEDIUM,64.9,MEDIUM,1
49.2,3,2,-0.073,24,24,44.8,68.1,274.6,69.6,52.3,0.151,MEDIUM,55.2,MEDIUM,1
88.2,1,6,0.247,41,5,68.6,69.4,369.5,73.8,74.1,-0.073,LOW,75.9,MEDIUM,1
96.1,1,5,0.308,48,2,76.4,80.9,357.1,86.7,76.0,0.511,LOW,83.2,HIGH,1
98.5,0,6,-0.016,46,1,74.2,81.4,360.2,90.6,71.8,0.031,LOW,82.0,HIGH,1
79.6,1,5,0.485,33,8,64.2,76.4,317.5,86.0,73.2,-0.298,LOW,71.3,MEDIUM,1
73.6,0,6,0.342,32,12,68.8,71.1,333.1,73.5,73.0,-0.19,LOW,76.5,MEDIUM,1
92.1,0,2,-0.227,44,4,86.2,81.9,397.1,92.2,75.3,0.246,LOW,85.5,HIGH,1
78.2,0,4,-0.14,31,9,88.0,83.3,387.8,91.2,95.4,0.068,LOW,85.5,HIGH,1
86.6,0,3,0.556,49,7,97.5,84.2,420.1,80.4,98.1,0.266,LOW,93.9,HIGH,1
76.8,0,0,-0.457,38,11,98.0,76.7,425.9,74.2,95.2,0.288,LOW,92.2,HIGH,1
67.8,0,4,-0.258,32,15,72.6,72.3,412.7,64.5,71.9,-0.039,LOW,74.0,HIGH,1
77.6,8,3,-0.95,44,13,72.0,67.1,342.3,68.6,63.6,0.019,LOW,73.3,MEDIUM,-1
87.6,0,2,0.422,43,6,87.4,74.8,393.1,81.8,91.1,-0.063,LOW,83.5,HIGH,1
77.9,0,0,0.408,37,11,60.2,75.8,350.2,75.3,62.1,0.141,LOW,74.5,MEDIUM,1
84.7,0,2,-0.258,36,7,74.6,79.9,342.0,79.3,70.8,-0.327,LOW,82.5,MEDIUM,1
86.3,0,3,0.339,35,6,83.0,66.9,334.7,78.8,79.2,-0.009,LOW,79.4,HIGH,1
82.1,0,2,0.56,48,10,64.8,55.4,320.1,68.3,50.9,-0.081,LOW,64.1,MEDIUM,1
88.7,8,3,-0.95,43,6,91.2,79.6,407.6,71.1,88.6,0.055,LOW,89.1,HIGH,-1
84.2,0,4,0.101,47,9,82.7,68.0,393.8,68.9,72.7,-0.055,LOW,77.4,MEDIUM,1
78.7,1,3,0.404,33,9,69.9,89.3,431.8,85.4,75.6,0.139,LOW,85.0,HIGH,1
95.1,0,4,0.035,55,3,87.4,89.5,353.9,91.2,92.9,0.334,LOW,95.4,HIGH,1
54.2,3,5,-0.705,31,27,59.5,70.3,285.2,58.1,73.6,0.372,HIGH,61.7,MEDIUM,1
68.0,3,2,-1.0,39,19,48.1,57.2,278.7,60.0,61.7,-0.055,HIGH,56.4,MEDIUM,1
85.9,0,2,0.195,50,8,91.1,87.4,446.2,78.8,98.8,0.291,LOW,85.7,HIGH,1
96.1,0,4,-0.051,52,2,82.2,77.0,364.4,81.6,80.1,-0.562,LOW,89.1,HIGH,1
73.0,1,2,-0.725,42,15,74.9,80.5,373.7,83.5,60.4,0.168,MEDIUM,76.6,HIGH,1
79.8,0,1,-0.139,45,11,82.7,84.6,350.7,93.5,81.6,-0.306,LOW,78.0,HIGH,1
64.2,1,0,-0.367,31,18,45.3,53.2,314.7,63.9,55.7,0.288,MEDIUM,52.0,MEDIUM,1
87.7,0,2,-0.045,46,7,77.3,69.5,381.7,90.0,71.0,0.343,LOW,72.2,HIGH,1
89.5,0,2,0.439,52,6,71.1,94.9,412.6,85.9,76.4,0.199,LOW,83.1,HIGH,1
86.3,0,2,0.297,49,8,94.9,64.0,421.2,78.0,75.6,-0.057,LOW,80.0,HIGH,1
81.9,0,1,0.056,41,9,75.3,82.2,326.1,78.8,82.8,-0.218,LOW,78.5,MEDIUM,1
91.6,0,2,-0.282,46,4,79.0,70.6,314.3,85.4,71.9,0.037,LOW,83.4,MEDIUM,1
81.7,0,1,0.312,42,9,70.9,88.5,420.7,89.9,75.1,-0.017,LOW,80.1,HIGH,1
81.9,0,2,0.541,38,9,94.7,74.6,384.4,73.1,91.3,0.034,LOW,86.5,HIGH,1
80.1,0,6,0.62,44,11,66.4,75.3,400.0,85.9,69.9,0.079,LOW,71.7,HIGH,1
82.2,0,5,0.018,39,8,63.9,88.5,348.1,79.1,83.9,0.312,LOW,77.4,HIGH,1
70.1,1,2,0.278,37,16,60.2,88.4,354.5,69.5,67.9,-0.152,LOW,72.7,MEDIUM,1
67.2,0,4,-0.444,38,19,61.1,69.1,270.3,78.2,52.7,-0.265,LOW,69.4,MEDIUM,1
55.6,3,7,-0.497,24,19,62.3,70.3,288.8,68.0,71.3,0.026,MEDIUM,65.3,MEDIUM,1
64.0,0,1,-0.033,36,20,75.2,68.5,447.3,69.3,73.9,0.008,LOW,69.3,HIGH,1
81.5,1,2,-0.275,42,10,65.9,94.4,313.0,87.9,80.8,0.062,LOW,80.5,MEDIUM,1
80.9,1,2,-0.045,36,8,98.0,91.1,10.0,81.2,88.2,0.106,LOW,89.2,HIGH,-1
53.1,5,3,0.094,22,20,65.3,65.0,278.8,67.1,68.9,0.037,HIGH,73.4,MEDIUM,1
64.8,3,5,-0.4,31,17,50.1,75.6,303.2,61.1,58.9,-0.174,MEDIUM,60.5,MEDIUM,1
68.1,0,2,-0.56,40,19,46.0,81.4,291.7,90.3,49.4,0.091,LOW,62.7,HIGH,1
72.2,3,3,0.698,41,16,71.3,65.9,265.6,63.2,75.2,0.404,LOW,73.1,MEDIUM,1
61.4,0,2,-0.081,36,23,57.7,66.0,308.8,57.0,66.3,0.028,LOW,62.8,MEDIUM,1
68.0,1,1,-0.742,39,19,58.4,80.7,322.4,79.6,74.4,0.081,MEDIUM,73.2,HIGH,1
75.2,0,3,0.201,44,14,65.3,60.6,400.4,61.7,48.0,0.334,LOW,63.9,MEDIUM,1
88.2,1,1,0.064,49,6,71.9,86.2,329.4,92.0,76.9,-0.202,LOW,79.3,HIGH,1
58.9,4,3,-0.007,24,16,67.4,72.0,309.5,73.1,66.8,0.001,HIGH,68.8,MEDIUM,1
82.9,0,3,0.251,36,8,82.0,70.2,333.5,67.3,84.8,0.304,LOW,80.2,HIGH,1
44.1,6,1,-0.263,24,30,55.9,70.9,285.0,60.2,63.7,0.228,HIGH,61.3,MEDIUM,1
74.6,1,2,0.179,38,13,75.0,77.7,377.9,88.2,73.7,0.218,LOW,74.6,HIGH,1
93.0,0,2,0.195,37,3,69.5,75.4,376.6,78.5,83.5,-0.551,LOW,80.5,HIGH,1
43.9,2,3,-0.13,23,30,52.9,45.7,185.8,44.9,67.1,-0.142,MEDIUM,55.9,LOW,1
74.3,2,1,-0.013,42,15,74.3,68.8,347.3,71.3,84.0,-0.337,MEDIUM,68.5,MEDIUM,1
89.5,1,2,-0.332,51,6,80.0,71.0,415.1,83.4,79.9,0.383,LOW,80.1,HIGH,1
89.7,1,6,0.034,40,5,88.8,75.3,450.9,77.2,80.8,0.152,LOW,81.2,HIGH,1
57.1,3,1,-0.387,23,17,64.4,61.4,236.9,56.4,79.4,0.017,MEDIUM,67.2,MEDIUM,1
83.0,0,6,0.082,46,10,52.0,89.3,295.0,89.5,75.6,-0.158,LOW,73.3,HIGH,1
77.2,0,1,0.431,44,13,66.6,61.6,300.4,86.0,72.6,-0.059,LOW,67.2,HIGH,1
62.2,0,3,0.187,34,20,85.2,57.3,323.9,62.8,73.8,0.575,LOW,69.1,MEDIUM,1
63.8,0,3,-0.034,33,18,98.0,64.4,10.0,61.5,55.1,0.029,LOW,67.2,MEDIUM,-1
73.9,1,1,0.344,38,14,69.3,99.0,372.7,82.1,70.8,-0.126,LOW,78.0,HIGH,1
84.1,0,1,0.072,50,9,51.3,62.1,358.9,61.4,57.6,-0.265,LOW,62.2,HIGH,1
81.0,1,2,-0.016,33,8,62.8,56.1,377.6,69.5,66.4,0.486,MEDIUM,67.2,MEDIUM,1
60.6,0,1,-0.029,26,17,56.7,80.1,335.8,75.6,52.3,0.023,LOW,60.3,MEDIUM,1
43.1,3,7,0.042,18,24,79.6,54.3,217.2,48.9,79.1,-0.059,MEDIUM,67.7,LOW,1
78.9,0,3,0.388,46,12,74.4,67.3,354.6,60.6,62.2,-0.306,LOW,67.0,MEDIUM,1
82.0,0,3,0.057,39,8,73.9,80.7,370.4,87.4,74.9,-0.202,LOW,80.8,HIGH,1
92.2,0,3,0.125,47,4,77.1,88.4,362.1,75.2,89.6,0.326,LOW,82.6,MEDIUM,1
50.0,3,5,0.331,25,26,44.3,70.8,239.2,61.6,71.4,-0.37,MEDIUM,56.9,MEDIUM,1
63.3,3,1,-0.978,31,18,79.4,74.1,344.2,82.4,78.8,-0.288,HIGH,78.7,MEDIUM,1
88.7,0,3,0.394,35,5,58.4,72.9,337.9,82.7,63.9,-0.065,LOW,67.8,HIGH,1
88.7,0,3,-0.002,39,5,77.6,86.5,389.9,69.6,79.9,0.147,LOW,81.3,HIGH,1
95.3,0,1,-0.002,56,3,57.0,86.9,359.7,78.3,67.4,0.056,LOW,73.1,HIGH,1
55.4,4,0,-0.336,28,22,55.6,78.3,296.2,62.0,70.6,-0.105,HIGH,65.3,MEDIUM,1
84.1,0,2,-0.455,40,8,98.0,92.5,10.0,76.5,61.1,-0.113,LOW,66.3,HIGH,-1
82.3,8,6,-0.95,44,9,66.5,68.0,376.4,63.9,63.9,-0.13,LOW,67.8,HIGH,-1
94.3,0,3,0.484,40,2,98.0,99.0,10.0,84.0,88.9,0.004,LOW,94.8,HIGH,-1
56.4,5,1,-0.338,25,19,45.5,60.8,156.1,66.8,60.7,-0.182,HIGH,61.8,MEDIUM,1
76.6,0,2,0.053,37,11,66.0,60.2,323.9,76.7,69.0,0.094,LOW,68.5,MEDIUM,1
84.7,0,2,-0.167,48,9,87.9,94.8,348.6,73.5,91.6,0.344,LOW,88.3,HIGH,1
84.7,0,1,0.107,38,7,98.0,86.3,470.7,100.0,100.0,0.299,LOW,92.0,HIGH,1
72.8,0,1,-0.668,34,12,74.2,52.9,292.9,72.5,72.9,-0.372,LOW,75.4,MEDIUM,1
91.1,0,3,-0.138,50,5,74.9,75.9,446.8,96.0,90.1,-0.23,LOW,84.9,HIGH,1
55.1,4,4,-0.134,26,21,58.8,57.6,263.2,51.2,70.2,0.151,HIGH,55.3,MEDIUM,1
51.1,3,1,-0.648,25,24,98.0,57.3,10.0,48.4,49.2,0.067,HIGH,45.6,MEDIUM,-1
81.7,0,5,-0.271,36,8,73.1,95.4,375.6,92.7,87.6,0.084,LOW,79.4,HIGH,1
77.7,1,5,-0.04,39,11,98.0,72.8,469.3,79.0,98.7,0.404,LOW,87.4,HIGH,1
87.8,1,1,0.249,46,6,90.3,74.7,369.3,82.9,75.6,0.587,LOW,83.6,HIGH,1
80.3,0,1,0.403,47,12,82.3,86.3,384.2,79.1,87.9,0.222,LOW,84.3,HIGH,1
69.0,2,2,-0.25,28,13,73.8,66.3,347.6,67.3,61.8,-0.347,MEDIUM,74.9,MEDIUM,1
93.3,1,0,0.006,49,4,83.0,99.0,367.5,98.8,89.6,-0.016,LOW,91.4,HIGH,1
78.4,0,2,0.222,38,10,75.7,77.3,333.6,72.1,84.5,0.373,LOW,78.3,MEDIUM,1
73.6,0,2,0.033,36,13,91.4,82.8,348.9,65.4,81.6,0.469,LOW,82.2,MEDIUM,1
97.2,0,4,0.32,48,1,85.3,99.0,425.2,96.1,93.9,-0.027,LOW,94.2,HIGH,1
60.9,1,1,0.196,30,19,62.8,59.3,238.9,74.0,53.0,0.154,MEDIUM,63.0,MEDIUM,1
76.7,0,2,0.053,44,14,60.8,82.3,334.2,66.6,71.6,0.203,LOW,71.4,MEDIUM,1
85.4,0,5,-0.242,43,7,79.4,73.0,336.2,78.1,80.1,0.245,LOW,74.9,HIGH,1
75.9,1,4,0.083,38,12,65.7,76.2,330.0,58.5,71.3,0.31,LOW,67.4,MEDIUM,1
67.5,1,2,0.354,28,14,66.7,51.5,272.5,71.8,58.6,-0.629,LOW,64.0,MEDIUM,1
88.6,1,0,0.195,51,7,67.8,74.6,426.1,73.1,76.3,0.203,LOW,72.2,HIGH,1
71.2,1,1,-0.195,28,12,71.4,85.7,345.7,77.9,82.1,0.004,LOW,76.0,MEDIUM,1
89.6,0,0,0.111,46,5,71.9,88.5,349.7,86.7,90.9,0.075,LOW,76.8,HIGH,1
65.0,0,0,-0.272,35,19,52.3,66.3,358.4,68.3,77.7,-0.212,MEDIUM,66.2,MEDIUM,1
82.4,1,1,-0.149,44,9,91.4,78.2,331.9,83.5,79.1,-0.179,LOW,82.1,HIGH,1
68.9,0,1,0.128,29,13,52.0,78.5,299.1,86.4,58.1,-0.037,LOW,57.3,MEDIUM,1
84.4,0,3,0.285,50,9,67.8,85.8,380.0,80.5,72.1,0.175,LOW,79.2,HIGH,1
91.2,0,1,0.448,47,5,85.1,85.2,393.3,83.8,85.1,-0.328,LOW,81.4,HIGH,1
77.8,0,2,-0.828,44,13,85.9,85.1,367.4,71.2,84.3,0.039,MEDIUM,79.0,HIGH,1
78.3,0,3,0.184,43,12,73.8,73.5,328.3,61.4,77.0,0.437,LOW,77.3,MEDIUM,1
46.6,4,1,-0.227,21,24,56.8,46.3,216.9,47.5,50.4,0.576,HIGH,48.6,LOW,1
56.8,5,2,-0.545,28,21,47.6,55.9,298.0,63.5,50.1,0.05,HIGH,59.0,MEDIUM,1
83.2,0,2,0.231,47,9,68.3,73.0,364.2,75.6,53.8,-0.055,LOW,65.8,HIGH,1
80.4,0,2,-0.189,45,11,54.9,56.7,345.5,80.3,59.2,-0.062,LOW,68.1,MEDIUM,1
93.9,1,4,-0.382,44,3,79.9,71.1,430.7,80.8,71.9,0.19,LOW,75.8,HIGH,1
87.3,0,3,0.318,38,5,84.4,69.6,369.8,89.2,76.7,0.182,LOW,79.2,HIGH,1
68.7,2,0,-0.296,37,17,74.0,57.9,304.6,66.7,76.7,-0.04,MEDIUM,65.4,MEDIUM,1
72.4,1,3,-0.391,29,11,50.0,56.0,276.5,62.0,51.0,-0.169,MEDIUM,60.5,MEDIUM,1
79.2,1,3,0.531,36,10,82.0,92.9,373.0,73.4,87.5,-0.265,LOW,89.9,HIGH,1
72.2,1,9,0.118,35,14,86.6,81.7,437.8,57.9,94.1,-0.016,LOW,80.7,MEDIUM,1
93.5,0,3,-0.141,43,3,77.2,79.4,401.2,78.8,82.5,0.321,LOW,80.9,HIGH,1
67.4,0,1,-0.74,27,13,87.6,72.0,228.2,76.3,92.0,-0.167,MEDIUM,74.5,HIGH,1
86.7,0,4,-0.231,49,7,72.9,74.8,387.1,76.1,86.2,-0.103,LOW,82.4,MEDIUM,1
87.9,0,4,-0.39,45,6,60.4,75.2,375.1,72.6,66.8,-0.013,LOW,67.8,HIGH,1
66.5,2,4,0.264,37,19,66.4,79.1,355.3,72.3,72.9,-0.178,MEDIUM,66.4,MEDIUM,1
66.3,8,1,-0.95,36,18,64.5,72.0,363.9,69.7,72.3,0.531,LOW,68.1,MEDIUM,-1
78.3,1,2,0.468,43,12,86.8,65.0,490.8,68.5,70.5,0.158,LOW,74.6,HIGH,1
75.7,0,1,-0.398,40,13,60.9,85.5,328.1,83.8,74.8,0.224,LOW,70.6,HIGH,1
82.1,0,5,0.262,34,8,80.8,81.2,385.9,78.7,87.1,-0.262,LOW,81.4,HIGH,1
63.2,0,3,0.45,37,21,46.0,77.4,290.4,83.5,47.5,-0.038,LOW,57.0,MEDIUM,1
57.2,4,1,-0.491,29,22,57.0,67.7,264.8,60.9,57.4,0.211,HIGH,60.5,MEDIUM,1
77.1,0,3,0.073,45,13,69.0,75.5,336.8,70.4,62.9,0.1,LOW,75.7,MEDIUM,1
84.8,0,2,0.639,48,9,71.4,76.8,340.3,77.2,77.4,0.72,LOW,68.3,HIGH,1
83.7,0,2,0.205,44,9,58.1,82.9,330.3,88.2,63.0,0.209,LOW,72.8,MEDIUM,1
73.8,1,2,0.3,44,15,65.4,61.4,327.6,73.2,75.4,-0.13,LOW,72.6,MEDIUM,1
49.0,3,3,-0.455,24,24,59.9,67.5,281.9,57.3,69.9,0.034,HIGH,62.2,MEDIUM,1
67.4,2,3,-0.689,28,14,81.5,54.5,357.6,55.7,84.8,0.128,MEDIUM,75.5,MEDIUM,1
86.1,0,0,0.245,44,7,68.8,72.6,323.5,67.8,68.3,0.287,LOW,75.6,HIGH,1
91.7,0,3,-0.049,54,5,68.6,95.7,328.5,80.6,92.7,-0.59,LOW,85.3,HIGH,1
52.6,2,2,-0.447,29,27,88.5,52.8,294.9,69.6,61.4,-0.193,MEDIUM,62.5,MEDIUM,1
93.1,0,1,-0.139,41,3,56.0,76.2,429.7,76.4,67.8,0.107,LOW,66.1,HIGH,1
89.2,0,0,0.348,42,5,70.5,75.0,394.7,74.3,74.9,-0.558,LOW,72.2,HIGH,1
90.9,0,1,0.244,53,5,67.8,72.9,384.8,86.2,77.5,0.328,LOW,79.7,HIGH,1
77.5,0,2,0.674,33,10,53.6,72.5,353.6,75.0,59.1,0.055,LOW,64.3,MEDIUM,1
79.8,8,1,-0.95,43,11,73.8,77.4,310.9,86.1,82.1,-0.009,LOW,78.6,MEDIUM,-1
91.0,0,1,0.146,53,5,93.6,95.1,447.2,99.8,86.2,-0.332,LOW,93.8,HIGH,1
70.9,0,3,0.131,38,16,82.9,82.2,328.1,85.2,79.2,0.436,LOW,79.0,HIGH,1
94.2,0,2,0.418,50,3,89.0,88.3,354.5,84.0,88.4,-0.299,LOW,89.3,HIGH,1
79.8,0,7,0.145,44,11,89.2,74.6,375.9,56.2,88.5,0.31,LOW,85.8,HIGH,1
90.6,0,0,0.473,44,5,77.4,73.7,434.9,67.8,67.3,0.586,LOW,75.5,HIGH,1
90.1,0,1,0.154,48,5,80.1,86.3,403.1,86.1,84.8,0.466,LOW,85.6,HIGH,1
45.0,2,1,-0.049,27,32,60.4,64.4,248.4,67.6,54.2,0.091,MEDIUM,55.4,MEDIUM,1
86.1,0,1,0.552,43,7,93.3,83.7,374.7,75.4,82.3,-0.036,LOW,86.5,HIGH,1
73.0,0,1,-0.367,30,11,66.6,69.0,326.0,75.1,77.8,0.26,LOW,74.6,MEDIUM,1
58.0,5,2,0.173,34,24,78.4,67.5,398.7,61.9,82.5,0.003,HIGH,71.4,MEDIUM,1
76.7,0,4,0.542,32,10,92.3,76.8,411.4,89.4,96.1,0.106,LOW,83.7,HIGH,1
92.5,1,1,0.032,40,3,85.0,75.7,409.9,77.8,75.2,-0.273,LOW,86.0,HIGH,1
73.5,2,1,0.137,37,13,81.5,84.2,318.0,84.6,76.3,0.245,LOW,84.5,HIGH,1
87.1,0,1,0.01,45,7,64.4,63.3,284.1,74.0,60.5,-0.141,LOW,77.3,HIGH,1
81.6,1,3,-0.066,46,11,82.6,70.1,328.3,78.0,80.7,0.376,LOW,79.8,HIGH,1
63.4,0,1,0.134,36,21,73.5,59.7,305.0,60.2,80.5,-0.29,MEDIUM,65.3,HIGH,1
98.6,0,4,-0.318,57,1,87.4,80.5,388.1,89.3,85.0,-0.102,LOW,85.2,HIGH,1
84.0,0,2,0.148,43,8,87.5,72.2,331.2,61.2,69.3,-0.03,LOW,77.7,HIGH,1
95.8,0,4,-0.283,38,2,84.9,77.3,410.5,73.8,82.8,-0.123,LOW,86.5,HIGH,1
64.9,3,5,-0.402,29,16,63.5,77.3,250.2,64.1,68.9,-0.112,MEDIUM,64.8,MEDIUM,1
62.6,3,4,-0.581,26,16,64.9,70.5,319.4,73.2,76.8,0.049,HIGH,70.0,MEDIUM,1
88.1,1,4,0.133,49,7,78.0,71.3,420.7,76.0,78.8,-0.129,LOW,74.5,HIGH,1
87.7,1,2,0.265,37,5,78.8,84.7,453.9,66.0,83.0,-0.161,LOW,81.3,HIGH,1
78.2,0,1,0.46,31,9,69.7,79.6,307.0,78.2,74.5,-0.038,LOW,71.9,MEDIUM,1
90.1,0,3,0.101,38,4,75.2,61.6,362.7,63.6,64.3,0.246,LOW,70.6,MEDIUM,1
71.5,0,1,0.693,31,12,78.4,67.5,303.8,77.5,75.0,0.336,LOW,78.1,MEDIUM,1
58.4,5,5,-0.377,26,19,64.8,72.4,331.2,71.4,71.1,-0.129,HIGH,61.6,MEDIUM,1
59.9,3,3,-0.013,28,18,51.1,70.7,240.4,55.6,60.7,0.082,MEDIUM,62.0,MEDIUM,1
86.0,0,2,0.52,40,7,84.8,84.7,372.9,86.5,71.5,0.119,LOW,83.8,HIGH,1
59.4,6,1,-0.347,31,21,53.9,58.5,278.9,75.1,64.4,0.385,HIGH,59.0,MEDIUM,1
94.4,0,2,0.28,41,2,98.0,86.4,391.6,76.5,94.6,0.54,LOW,95.0,HIGH,1
85.5,0,3,-0.645,38,7,65.6,60.8,412.5,74.2,73.6,-0.552,MEDIUM,70.0,HIGH,1
89.5,0,2,0.445,45,5,98.0,78.3,371.4,84.0,89.0,-0.439,LOW,85.7,HIGH,1
94.4,0,2,-0.142,38,2,87.7,99.0,423.3,87.4,92.6,-0.005,LOW,99.0,HIGH,1
78.6,0,3,0.571,37,10,69.2,84.1,310.3,82.5,63.2,-0.268,LOW,71.2,MEDIUM,1
69.3,1,2,-0.257,28,13,60.3,73.1,293.3,67.5,64.0,-0.192,LOW,70.9,MEDIUM,1
60.3,2,3,0.044,28,19,72.3,61.5,310.0,52.7,80.0,-0.347,MEDIUM,63.2,MEDIUM,1
83.0,0,3,-0.075,49,10,72.1,89.8,327.7,88.7,84.1,0.094,LOW,89.9,HIGH,1
66.4,1,5,0.704,32,16,59.4,69.8,163.7,65.1,60.3,-0.066,LOW,59.6,MEDIUM,1
61.4,8,2,-0.95,26,17,58.2,63.6,334.7,55.0,57.7,0.304,MEDIUM,58.1,MEDIUM,-1
65.2,0,1,0.458,37,19,67.3,82.8,237.4,77.7,79.3,-0.026,LOW,66.8,MEDIUM,1
84.1,0,0,0.104,39,7,77.9,78.5,356.8,81.9,68.3,0.049,LOW,76.0,HIGH,1
75.4,1,3,0.003,37,12,87.2,77.5,370.1,88.4,87.7,0.423,LOW,83.7,HIGH,1
72.7,3,4,0.307,32,12,68.5,58.4,333.3,71.4,77.4,0.086,MEDIUM,67.1,MEDIUM,1
61.6,1,2,0.12,30,19,72.7,62.8,318.0,61.4,62.0,0.053,LOW,70.5,HIGH,1
68.7,3,3,0.03,35,16,98.0,78.2,10.0,79.1,72.4,-0.273,MEDIUM,70.7,MEDIUM,-1
87.1,0,2,0.272,51,8,67.6,78.6,374.3,73.2,75.0,0.052,LOW,77.2,MEDIUM,1
54.6,6,6,-0.232,25,20,53.8,63.4,282.2,73.9,62.8,-0.126,HIGH,58.8,MEDIUM,1
83.6,0,3,0.362,33,7,38.9,66.8,371.5,70.5,52.9,0.042,LOW,56.1,MEDIUM,1
92.2,0,4,0.229,39,3,98.0,90.3,10.0,74.6,92.6,-0.355,LOW,94.3,HIGH,-1
83.2,0,2,0.061,38,8,71.4,73.8,415.6,73.0,67.6,-0.043,LOW,75.1,HIGH,1
66.3,2,1,-0.294,33,17,65.4,72.2,302.5,66.2,64.5,-0.27,MEDIUM,66.9,HIGH,1
84.7,0,4,0.537,43,8,70.7,91.8,390.9,93.0,66.7,0.439,LOW,74.9,HIGH,1
67.7,0,2,-0.641,32,16,69.4,87.7,332.8,68.9,74.9,0.266,LOW,77.0,MEDIUM,1
73.1,1,1,0.367,29,11,88.0,64.9,325.6,66.4,87.5,0.029,LOW,77.4,MEDIUM,1
